Nome do Estado;Sigla do Estado;População Total do Estado em 2010;População Urbana do Estado em 2010;População Rural do Estado em 2010;Produto;Quantidade Estabelecimentos;Quantidade de Estabelecimentos não ligados à Agricultura Familiar;Quantidade de Estabelecimentos ligados à Agricultura Familiar;Quantidade Produzida (t);Quantidade Produzida (t) não ligada à Agricultura Familiar;Quantidade Produzida (t) ligada à Agricultura Familiar;Quantidade Vendida (t);Quantidade Vendida não ligada à Agricultura Familiar (t);Quantidade Vendida ligada à Agricultura Familiar (t);Valor da Produção Total (em mil R$);Valor da Produção Total não ligada à Agricultura Familiar (em mil R$);Valor da Produção Total ligada à Agricultura Familiar (em mil R$);Valor da Venda Total (em mil R$);Valor da Venda Total não ligada à Agricultura Familiar (em mil R$);Valor da Venda Total ligada à Agricultura Familiar (em mil R$);Quantidade Vendida em 2018 (t);Valor Comercialiazado em 2018 (em mil R$);Preço Médio Praticado em 2018 (R$);Quantidade Vendida em 2019 (t);Valor Comercializado em 2019 (em mil R$);Preço Médio Praticado em 2019 (R$);Quantidade Vendida em 2020 (t);Valor Comercializado em 2020 (em mil R$);Preço Médio Praticado em 2020 (R$);Quantidade Vendida em 2021 (t);Valor Comercializado em 2021 (em mil R$);Preço Médio Praticado (R$) em 2021 (R$);Quantidade Vendida em 2022 (t);Valor Comercializado em 2022 (em mil R$);Preço Médio Praticado (R$) em 2022 (R$)
Piauí;PI;3118360;2050959;1067401;Rabanete;17;2;15;5;X;X;5;X;X;16;X;X;16;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Piauí;PI;3118360;2050959;1067401;Repolho;10;3;7;1;0;0;1;0;0;2;0;1;2;0;1;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Piauí;PI;3118360;2050959;1067401;Rúcula;191;19;172;28;3;25;26;3;23;173;16;157;165;16;149;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Piauí;PI;3118360;2050959;1067401;Salsa;71;6;65;12;1;11;10;0;10;78;8;70;66;1;65;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Piauí;PI;3118360;2050959;1067401;Taioba;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Piauí;PI;3118360;2050959;1067401;Tomate (estaqueado);575;96;479;914;249;665;874;245;629;1565;352;1213;1439;340;1099;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Piauí;PI;3118360;2050959;1067401;Vagem (feijão vagem);18;3;15;19;4;16;18;4;15;78;8;71;73;8;65;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Paraná;PR;10444526;8912692;1531834;Abobrinha;4499;764;3735;14788;2427;12360;13979;2280;11698;13585;2439;11146;12802;2269;10533;17477,23;25010,88;1,43;17434,3;23591,08;1,35;16123,55;23070,9;1,43;17062,57;29254,34;1,71;17236,42;38145,42;2,21
Paraná;PR;10444526;8912692;1531834;Acelga;1136;160;976;7052;1283;5769;6670;1189;5481;5477;1449;4028;5154;1312;3842;66,83;1313,94;19,66;12,88;142,92;11,1;223,63;1118,15;5;52,94;131,02;2,48;4,69;23,07;4,92
Paraná;PR;10444526;8912692;1531834;Agrião;602;120;482;2351;992;1359;1732;471;1261;7056;3037;4019;5660;1883;3777;537,39;3113,95;5,79;613,87;2185,41;3,56;580,12;2062,25;3,55;607,37;2374,75;3,91;541,23;2667,1;4,93
Paraná;PR;10444526;8912692;1531834;Alcachofra;35;7;28;93;4;89;92;4;88;213;30;182;206;30;176;15,96;122,69;7,69;23,52;177,36;7,54;21,03;162,03;7,7;28,54;200,34;7,02;12,64;119,59;9,46
Paraná;PR;10444526;8912692;1531834;Alecrim;119;25;94;21;2;19;21;2;19;138;30;108;133;30;103;16,01;120,26;7,51;23,58;176,88;7,5;24,43;183,23;7,5;30,41;232,41;7,64;28,54;269,28;9,43
Paraná;PR;10444526;8912692;1531834;Alface;9742;1949;7793;51664;12869;38795;46702;11817;34885;104334;30608;73726;93747;27670;66078;12038,23;23125,11;1,92;11444,93;27197,76;2,38;10576,42;18630,4;1,76;10687,06;25747,26;2,41;11302,05;42364,91;3,75
Paraná;PR;10444526;8912692;1531834;Alho-porró;367;74;293;279;90;189;258;86;171;1156;310;846;1036;283;753;345,11;1105,69;3,2;348,43;1069,65;3,07;463,26;1389,79;3;686,1;2252,53;3,28;802,16;2852,32;3,56
Paraná;PR;10444526;8912692;1531834;Almeirão;2321;421;1900;3488;837;2651;3147;666;2481;8961;2189;6772;8004;1753;6251;222,75;3071,02;13,79;193,26;893,86;4,63;126,11;441,9;3,5;144,86;733,0;5,06;181,55;1123,9;6,19
Paraná;PR;10444526;8912692;1531834;Aspargo;12;6;6;3;1;2;3;0;2;31;4;28;29;2;27;22,1;693,76;31,4;10,42;380,78;36,54;10,05;569,91;56,72;4,73;243,92;51,59;7,45;445,23;59,76
Paraná;PR;10444526;8912692;1531834;Batata-baroa (mandioquinha);434;50;384;10865;7661;3204;10767;7626;3141;14132;9996;4137;14012;9947;4065;6096,03;15053,98;2,47;3721,01;19534,33;5,25;3872,14;15916,33;4,11;4339,31;17784,75;4,1;2997,62;20172,2;6,73
Paraná;PR;10444526;8912692;1531834;Batata-doce;2899;453;2446;31318;21236;10082;29621;20890;8732;14438;7341;7098;13393;7155;6239;29775,89;52751,27;1,77;30558,6;44164,17;1,45;22519,56;35989,37;1,6;24443,41;55052,77;2,25;35472,73;67718,15;1,91
Paraná;PR;10444526;8912692;1531834;Berinjela;1063;161;902;4759;1004;3754;4619;954;3666;4372;1062;3310;4251;1025;3226;7394,05;12048,59;1,63;6298,2;11101,88;1,76;5289,59;9443,01;1,79;4428,47;10873,95;2,46;5103,01;13644,04;2,67
Paraná;PR;10444526;8912692;1531834;Bertalha;9;2;7;15;X;X;15;X;X;25;X;X;25;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Paraná;PR;10444526;8912692;1531834;Beterraba;2810;488;2322;14436;8869;5567;13575;8297;5279;10454;6135;4319;9738;5650;4088;17125,66;25838,66;1,51;15453,75;25282,19;1,64;13780,33;17099,35;1,24;14268,85;26186,2;1,84;16402,95;35628,81;2,17
Paraná;PR;10444526;8912692;1531834;Boldo;62;11;51;11;10;1;11;10;1;81;80;1;81;80;1;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Paraná;PR;10444526;8912692;1531834;Bucha (esponja vegetal);65;12;53;41;1;40;32;0;31;181;3;178;141;1;140;0,47;12,53;26,95;0,68;22,26;32,69;0,05;1,87;36,67;0,07;2,75;36,67;0,2;7,27;37,28
Paraná;PR;10444526;8912692;1531834;Camomila;73;15;58;311;186;124;278;177;101;2177;1271;906;1949;1206;743;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Paraná;PR;10444526;8912692;1531834;Caruru;5;1;4;7;X;X;7;X;X;7;X;X;7;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Paraná;PR;10444526;8912692;1531834;Cará;152;22;130;1659;944;715;1642;942;700;899;459;440;882;457;425;514,4;1384,11;2,69;308,48;925,55;3;354,82;1260,44;3,55;338,71;1253,33;3,7;341,22;1381,24;4,05
Paraná;PR;10444526;8912692;1531834;Cebolinha;5329;1078;4251;6611;1173;5438;6414;1127;5286;16390;3771;12618;15599;3584;12016;1449,96;10388,51;7,16;1199,09;8641,91;7,21;1095,14;4996,33;4,56;1081,87;7981,26;7,38;1339,61;11454,56;8,55
Paraná;PR;10444526;8912692;1531834;Cenoura;2170;399;1771;24902;18223;6679;24281;18053;6228;16991;12149;4842;16562;12074;4489;30936,38;47959,84;1,55;28368,26;48707,23;1,72;23595,05;36361,04;1,54;28106,59;39155,17;1,39;31765,05;77049,13;2,43
Paraná;PR;10444526;8912692;1531834;Chicória;778;139;639;1930;360;1570;1520;328;1193;4082;702;3380;2917;606;2311;X;X;X;X;X;X;X;X;X;0,62;1,03;1,66;X;X;X
Paraná;PR;10444526;8912692;1531834;Chuchu;1357;241;1116;16836;4418;12418;15641;4184;11457;7879;2086;5793;7344;1946;5398;21402,14;23070,44;1,08;17261,63;22345,36;1,29;15217,35;18392,1;1,21;16603,96;19663,07;1,18;18830,82;28917,08;1,54
Paraná;PR;10444526;8912692;1531834;Coentro;487;89;398;369;59;311;363;57;307;1094;198;896;1068;186;882;145,65;472,8;3,25;201,18;749,96;3,73;239,16;824,74;3,45;295,2;1156,03;3,92;333,91;1396,36;4,18
Paraná;PR;10444526;8912692;1531834;Cogumelos;98;13;85;415;23;392;407;22;385;5063;349;4714;4974;329;4645;359,72;3046,84;8,47;441,65;3136,82;7,1;151,18;2867,39;18,97;167,13;3118,37;18,66;170,77;3970,53;23,25
Paraná;PR;10444526;8912692;1531834;Couve;5696;1208;4488;6903;1396;5507;6563;1328;5234;16946;3877;13069;16008;3666;12342;1744,72;10234,1;5,87;1733,62;5753,41;3,32;1810,86;4664,56;2,58;1982,39;6833,75;3,45;2142,68;8483,79;3,96
Paraná;PR;10444526;8912692;1531834;Couve-flor;2849;361;2488;17182;1630;15552;15851;1471;14380;21470;2693;18778;19971;2504;17468;21329,17;25997,68;1,22;12792,59;16463,33;1,29;11368,45;13063,07;1,15;11671,07;16057,67;1,38;11976,11;19795,19;1,65
Paraná;PR;10444526;8912692;1531834;Ervilha (vagem);199;26;173;116;33;83;113;32;81;444;118;326;433;117;316;252,07;1764,79;7;152,41;1197,28;7,86;195,79;1703,21;8,7;207,41;2282,41;11;150,11;2031,57;13,53
Paraná;PR;10444526;8912692;1531834;Espinafre;498;92;406;404;78;327;389;75;314;1031;307;724;993;293;700;170,57;1949,59;11,43;182,53;730,67;4;217,07;730,32;3,36;234,07;1060,75;4,53;233,78;1160,41;4,96
Paraná;PR;10444526;8912692;1531834;Gengibre;270;49;221;1429;884;544;1406;879;527;2888;1566;1323;2832;1556;1276;2009,23;8826,44;4,39;1366,15;4738,59;3,47;801,9;4669,35;5,82;935,98;5154,78;5,51;1115,28;5175,71;4,64
Paraná;PR;10444526;8912692;1531834;Hortelã;332;66;266;161;47;113;158;46;112;571;192;379;558;190;367;21,66;874,63;40,37;9,63;297,37;30,89;7,15;214,17;29,95;9,71;271,75;27,98;11,43;432,05;37,79
Paraná;PR;10444526;8912692;1531834;Inhame;419;67;352;3236;624;2612;3075;595;2479;2946;554;2392;2810;532;2277;1587,36;3811,1;2,4;1174,4;3441,11;2,93;1131,12;3827,66;3,38;1901,53;5632,0;2,96;1450,58;5552,48;3,83
Paraná;PR;10444526;8912692;1531834;Jiló;849;134;715;1186;186;1000;1138;159;979;1766;248;1517;1698;216;1482;1975,05;5801,93;2,94;1030,22;3537,5;3,43;849,63;2637,99;3,1;736,69;3102,97;4,21;1108,36;4604,25;4,15
Paraná;PR;10444526;8912692;1531834;Lentilha;2;-;2;X;-;X;X;-;X;X;-;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Paraná;PR;10444526;8912692;1531834;Manjericão;155;36;119;74;39;34;70;36;34;239;124;115;228;116;112;8,44;372,27;44,11;7,22;285,82;39,57;6,43;257,13;39,96;11,58;382,6;33,04;11,38;447,96;39,37
Paraná;PR;10444526;8912692;1531834;Maxixe;211;31;180;107;5;101;102;5;97;190;9;180;180;9;171;135,31;402,91;2,98;63,49;209,16;3,29;66,1;207,43;3,14;72,27;246,61;3,41;73,23;323,43;4,42
Paraná;PR;10444526;8912692;1531834;Milho verde (espiga);2073;417;1656;8419;1248;7171;7609;1009;6600;9442;1486;7956;8175;1138;7037;5721,51;10353,77;1,81;5892,42;10564,17;1,79;6288,09;10894,58;1,73;5000,34;10493,4;2,1;4998,31;16035,11;3,21
Paraná;PR;10444526;8912692;1531834;Morango;1469;220;1249;7989;1518;6471;7870;1491;6379;47922;8516;39406;47157;8362;38794;7328,04;52639,55;7,18;4945,54;41646,31;8,42;4600,68;38603,83;8,39;4597,77;45102,76;9,81;4889,03;57251,01;11,71
Paraná;PR;10444526;8912692;1531834;Mostarda (semente);120;21;99;58;26;32;57;26;31;146;70;76;141;69;73;36,93;107,8;2,92;55,23;166,46;3,01;54,85;168,7;3,08;77,39;286,2;3,7;80,65;393,32;4,88
Paraná;PR;10444526;8912692;1531834;Nabo;111;17;94;166;23;143;163;22;141;151;22;129;148;21;127;315,48;679,52;2,15;278,32;436,92;1,57;271,89;453,15;1,67;288,1;475,08;1,65;296,41;512,34;1,73
Paraná;PR;10444526;8912692;1531834;Orégano;55;10;45;3;1;2;3;1;1;54;35;19;49;35;14;0,14;5,2;38,52;0,37;14,64;39,89;0,14;5,55;39,06;0,32;12,57;39,28;1,22;48,63;39,89
Paraná;PR;10444526;8912692;1531834;Pepino;4561;726;3835;18245;3052;15193;17791;2978;14813;17434;2610;14824;16866;2515;14351;27532,31;47861,32;1,74;23242,2;43890,31;1,89;18772,37;37248,46;1,98;21011,51;46662,46;2,22;23263,04;68927,73;2,96
Paraná;PR;10444526;8912692;1531834;Pimenta;879;165;714;512;121;391;494;118;376;1396;385;1011;1325;374;951;1081,67;4573,83;4,23;545,82;2894,62;5,3;526,74;2777,39;5,27;479,71;3225,67;6,72;663,64;4400,06;6,63
Paraná;PR;10444526;8912692;1531834;Pimentão;1540;201;1339;10135;2209;7926;9945;2191;7753;14559;3716;10842;14352;3684;10668;14961,92;40116,05;2,68;12495,45;35158,53;2,81;10828,46;31474,33;2,91;11211,18;44786,88;3,99;13432,42;62101,51;4,62
Paraná;PR;10444526;8912692;1531834;Quiabo;1540;276;1264;2299;197;2102;2253;185;2069;3894;388;3506;3783;366;3418;3825,41;11599,31;3,03;2246,45;7660,94;3,41;1953,75;6803,99;3,48;1510,35;6703,2;4,44;1850,47;10382,92;5,61
Paraná;PR;10444526;8912692;1531834;Rabanete;747;131;616;1421;348;1073;1371;347;1024;2360;745;1616;2295;740;1555;1373,26;2376,56;1,73;878,22;1458,73;1,66;906,25;1542,32;1,7;1021,84;1780,12;1,74;1115,91;2115,28;1,9
Paraná;PR;10444526;8912692;1531834;Repolho;6111;964;5147;65398;15431;49967;59555;13771;45785;31841;8770;23071;28949;8164;20786;50890,22;36901,76;0,73;37537,42;39545,55;1,05;28230,11;19512,42;0,69;29453,73;26035,32;0,88;35903,14;43111,15;1,2
Paraná;PR;10444526;8912692;1531834;Rúcula;1747;311;1436;3276;1127;2149;3096;1040;2056;12672;4964;7708;11972;4618;7354;592,04;4507,67;7,61;705,68;3740,9;5,3;640,31;2634,28;4,11;682,64;64962,87;95,16;650,87;4422,09;6,79
Paraná;PR;10444526;8912692;1531834;Salsa;2420;440;1980;10191;806;9385;10079;780;9299;11887;3086;8801;11422;3007;8415;685,9;6741,14;9,83;503,71;3921,82;7,79;456,65;3463,39;7,58;537,8;4939,0;9,18;696,71;7450,05;10,69
Paraná;PR;10444526;8912692;1531834;Taioba;31;7;24;14;0;14;14;0;14;24;1;23;23;1;22;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Paraná;PR;10444526;8912692;1531834;Tomate (estaqueado);4165;641;3524;85973;26404;59569;83952;25980;57973;101000;32350;68650;98790;31865;66925;104575,9;280200,84;2,68;88397,98;265096,37;3;69163,7;173590,43;2,51;73691,79;223729,93;3,04;80499,72;420698,73;5,23
Paraná;PR;10444526;8912692;1531834;Vagem (feijão vagem);1514;187;1327;3703;561;3142;3587;558;3029;6404;1078;5326;6212;1070;5142;6525,43;17186,63;2,63;4960,46;12849,5;2,59;3784,61;11180,53;2,95;4048,28;13542,07;3,35;3757,68;18149,63;4,83
Rio de Janeiro;RJ;15989929;15464239;525690;Abobrinha;2436;357;2079;22343;2449;19894;21785;2382;19404;14454;1609;12845;14041;1557;12485;21690,76;25632,26;1,18;20567,0;26662,0;1,3;19821,96;30587,61;1,54;16860,42;27456,07;1,63;21092,11;45314,77;2,15
Rio de Janeiro;RJ;15989929;15464239;525690;Acelga;190;43;147;2250;446;1804;2192;420;1773;1707;371;1336;1646;341;1306;724,77;1181,92;1,63;519,38;1792,94;3,45;423,65;977,35;2,31;299,71;821,47;2,74;395,71;2426,33;6,13
Rio de Janeiro;RJ;15989929;15464239;525690;Agrião;433;99;334;6710;1070;5640;6302;1029;5273;7905;1287;6618;7304;1220;6085;515,26;4158,37;8,07;445,22;2774,47;6,23;398,49;2850,6;7,15;312,44;2886,6;9,24;396,24;2550,97;6,44
Rio de Janeiro;RJ;15989929;15464239;525690;Alcachofra;4;1;3;0;X;X;0;X;X;2;X;X;1;X;X;0,5;15,0;30;0,12;3,36;28,95;2,07;0,01;0;0,03;0,0;0,01;0,09;3,01;32,02
Rio de Janeiro;RJ;15989929;15464239;525690;Alecrim;190;54;136;88;12;76;79;12;68;416;65;351;378;59;318;13,54;199,22;14,72;16,04;212,26;13,23;2,06;34,23;16,58;7,66;110,06;14,36;4,45;78,15;17,55
Rio de Janeiro;RJ;15989929;15464239;525690;Alface;4237;875;3362;98327;11330;86997;89482;10179;79303;68318;14934;53384;62622;13491;49131;4537,55;8764,76;1,93;4342,94;9097,93;2,09;4289,42;8691,06;2,03;3909,91;8874,52;2,27;4905,87;14153,69;2,89
Rio de Janeiro;RJ;15989929;15464239;525690;Alho-porró;444;82;362;2233;67;2166;2151;62;2088;5170;307;4864;4887;273;4615;1022,72;4471,6;4,37;789,01;2520,63;3,19;836,66;2437,6;2,91;964,37;3103,2;3,22;1313,65;5061,88;3,85
Rio de Janeiro;RJ;15989929;15464239;525690;Almeirão;499;148;351;306;68;238;287;64;223;814;308;507;746;280;466;14,32;72,12;5,04;2,2;14,72;6,69;0,04;0,35;9,67;0,08;0,45;5,45;0,1;0,08;0,74
Rio de Janeiro;RJ;15989929;15464239;525690;Aspargo;2;1;1;X;X;X;X;X;X;X;X;X;X;X;X;31,96;62,84;1,97;8,72;20,73;2,38;4,02;15,72;3,91;9,07;19,3;2,13;7,53;21,28;2,83
Rio de Janeiro;RJ;15989929;15464239;525690;Batata-baroa (mandioquinha);42;10;32;107;15;92;105;15;90;204;28;176;200;28;173;1981,31;8205,84;4,14;2088,49;12509,14;5,99;1417,56;9104,68;6,42;4037,46;29021,56;7,19;2471,22;23012,32;9,31
Rio de Janeiro;RJ;15989929;15464239;525690;Batata-doce;1196;311;885;5170;1032;4138;5003;971;4032;4760;1013;3747;4471;846;3625;35124,11;51356,8;1,46;41787,88;49674,89;1,19;35397,59;56436,17;1,59;26196,32;52189,26;1,99;31547,37;65894,77;2,09
Rio de Janeiro;RJ;15989929;15464239;525690;Berinjela;988;206;782;11116;1984;9131;10890;1955;8935;8417;1695;6721;8248;1670;6577;13881,26;17023,48;1,23;11078,68;16251,58;1,47;9760,78;18246,48;1,87;8279,35;18393,37;2,22;9939,55;25703,03;2,59
Rio de Janeiro;RJ;15989929;15464239;525690;Bertalha;197;54;143;1146;170;976;1138;166;972;1956;244;1711;1933;232;1701;278,23;821,06;2,95;119,28;465,09;3,9;46,7;317,8;6,81;80,31;190,79;2,38;86,25;198,47;2,3
Rio de Janeiro;RJ;15989929;15464239;525690;Beterraba;622;161;461;3001;308;2693;2915;285;2630;2377;387;1990;2269;341;1928;13212,78;18383,59;1,39;13402,18;22578,89;1,68;12485,58;19584,95;1,57;9744,17;20653,81;2,12;10504,55;24015,33;2,29
Rio de Janeiro;RJ;15989929;15464239;525690;Boldo;90;42;48;3;0;3;1;0;1;16;1;14;4;0;3;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Rio de Janeiro;RJ;15989929;15464239;525690;Bucha (esponja vegetal);21;7;14;0;0;0;0;0;0;1;0;1;1;0;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Rio de Janeiro;RJ;15989929;15464239;525690;Camomila;24;6;18;1;0;1;1;0;1;15;0;14;14;0;14;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Rio de Janeiro;RJ;15989929;15464239;525690;Caruru;49;15;34;30;3;27;29;2;27;142;8;134;138;5;133;X;X;X;0,2;0,0;0,01;X;X;X;X;X;X;X;X;X
Rio de Janeiro;RJ;15989929;15464239;525690;Cará;82;18;64;175;23;152;170;22;148;213;34;178;194;30;164;493,72;994,29;2,01;515,23;1016,05;1,97;647,64;2167,51;3,35;720,36;1993,08;2,77;564,44;2103,81;3,73
Rio de Janeiro;RJ;15989929;15464239;525690;Cebolinha;1609;434;1175;5147;698;4449;4846;607;4238;12534;3024;9510;11495;2548;8947;524,75;3237,84;6,17;455,04;2706,21;5,95;386,12;2774,24;7,18;366,94;2747,35;7,49;441,07;4205,5;9,53
Rio de Janeiro;RJ;15989929;15464239;525690;Cenoura;453;176;277;1271;410;861;1237;394;843;1701;445;1256;1630;417;1213;42558,12;75298,76;1,77;53010,88;121133,7;2,29;38950,23;96705,89;2,48;30989,35;69779,03;2,25;30825,98;120043,94;3,89
Rio de Janeiro;RJ;15989929;15464239;525690;Chicória;793;148;645;6683;658;6025;6089;570;5519;3446;518;2928;3088;439;2649;291,01;529,78;1,82;226,37;460,99;2,04;97,78;173,35;1,77;224,42;457,99;2,04;363,86;799,96;2,2
Rio de Janeiro;RJ;15989929;15464239;525690;Chuchu;1127;269;858;37490;7320;30169;36888;7232;29656;13311;2579;10732;13001;2528;10473;33757,89;25989,73;0,77;30110,89;38342,0;1,27;30725,84;36495,72;1,19;27456,12;36705,29;1,34;30625,57;60276,48;1,97
Rio de Janeiro;RJ;15989929;15464239;525690;Coentro;2399;334;2065;6145;822;5323;5375;449;4927;14980;2214;12765;13274;1386;11888;1294,55;11363,28;8,78;1195,63;9349,65;7,82;1074,75;7163,08;6,66;1655,96;10165,19;6,14;2412,55;25000,47;10,36
Rio de Janeiro;RJ;15989929;15464239;525690;Cogumelos;27;9;18;96;60;36;94;58;36;3036;2055;982;2981;2010;971;2,49;73,25;29,42;52,23;56,14;1,07;6,04;328,88;54,44;36,23;552,75;15,26;24,22;415,73;17,16
Rio de Janeiro;RJ;15989929;15464239;525690;Couve;3830;955;2875;23848;2328;21521;22414;2046;20368;24892;4330;20562;23181;3756;19425;1871,32;25943,68;13,86;1288,11;13993,95;10,86;1191,95;11766,81;9,87;3487,8;23464,21;6,73;4897,02;47940,82;9,79
Rio de Janeiro;RJ;15989929;15464239;525690;Couve-flor;1544;217;1327;36219;5841;30378;35377;5651;29726;30187;4872;25315;29343;4663;24680;13978,03;37980,17;2,72;10402,69;15453,66;1,49;12487,08;18255,31;1,46;13217,04;55685,51;4,21;12141,0;40188,32;3,31
Rio de Janeiro;RJ;15989929;15464239;525690;Ervilha (vagem);591;47;544;1884;247;1638;1844;239;1605;4323;729;3594;4250;708;3542;1117,7;5619,55;5,03;942,02;7216,33;7,66;1119,15;7021,04;6,27;1261,25;19020,01;15,08;1325,4;13788,91;10,4
Rio de Janeiro;RJ;15989929;15464239;525690;Espinafre;785;136;649;4023;544;3479;3724;491;3232;5038;1063;3975;4667;954;3713;536,56;1698,15;3,16;562,36;1951,24;3,47;524,68;1545,95;2,95;333,63;1644,9;4,93;423,79;2620,71;6,18
Rio de Janeiro;RJ;15989929;15464239;525690;Gengibre;58;26;32;2;1;1;2;1;1;22;14;8;16;10;7;643,44;1717,29;2,67;647,63;1295,5;2;675,5;2965,76;4,39;675,16;2783,15;4,12;629,96;1905,02;3,02
Rio de Janeiro;RJ;15989929;15464239;525690;Hortelã;456;114;342;1861;121;1740;1763;115;1648;3110;305;2805;2997;290;2707;132,51;1260,23;9,51;106,23;1283,01;12,08;86,05;972,29;11,3;124,53;1406,78;11,3;161,67;2925,21;18,09
Rio de Janeiro;RJ;15989929;15464239;525690;Inhame;1388;326;1062;6586;1324;5261;6430;1299;5131;8179;1648;6531;7951;1602;6349;20635,03;32201,92;1,56;19574,18;43574,86;2,23;20292,32;49646,8;2,45;18788,02;38407,64;2,04;18528,33;59156,58;3,19
Rio de Janeiro;RJ;15989929;15464239;525690;Jiló;2462;486;1976;20362;3334;17029;19781;3235;16546;20787;3696;17091;20234;3592;16643;15624,42;29922,97;1,92;12261,9;29595,21;2,41;11048,86;27100,91;2,45;9062,31;27440,01;3,03;10590,97;39740,16;3,75
Rio de Janeiro;RJ;15989929;15464239;525690;Lentilha;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0,04;0,0;0,01;X;X;X;X;X;X;X;X;X;X;X;X
Rio de Janeiro;RJ;15989929;15464239;525690;Manjericão;284;113;171;201;40;161;194;37;157;862;190;672;822;170;652;30,07;232,79;7,74;41,18;283,45;6,88;19,42;135,88;7;24,93;188,46;7,56;43,4;343,47;7,91
Rio de Janeiro;RJ;15989929;15464239;525690;Maxixe;421;74;347;2300;562;1739;2264;560;1704;2207;551;1656;2149;545;1604;1894,65;3543,89;1,87;1586,13;4030,62;2,54;1228,93;3272,74;2,66;1252,74;3314,02;2,65;1702,56;5142,57;3,02
Rio de Janeiro;RJ;15989929;15464239;525690;Milho verde (espiga);1404;363;1041;7491;1847;5644;6677;1402;5275;7135;1821;5314;6025;1204;4822;15905,55;14622,87;0,92;25003,87;25982,48;1,04;20745,13;23341,22;1,13;15726,52;17276,35;1,1;16715,53;23540,12;1,41
Rio de Janeiro;RJ;15989929;15464239;525690;Morango;77;22;55;961;275;686;960;275;685;3877;1129;2748;3869;1125;2745;8924,63;79008,0;8,85;7238,66;79062,72;10,92;8229,47;90072,41;10,95;8290,1;97295,29;11,74;8081,26;112565,67;13,93
Rio de Janeiro;RJ;15989929;15464239;525690;Mostarda (semente);340;106;234;346;72;274;323;67;256;835;265;570;779;247;532;59,27;155,98;2,63;39,73;104,3;2,63;0,46;0,6;1,3;1,14;3,62;3,19;0,75;2,38;3,16
Rio de Janeiro;RJ;15989929;15464239;525690;Nabo;102;21;81;356;7;349;345;6;339;336;11;324;329;10;319;438,97;616,77;1,41;417,79;923,6;2,21;45,92;72,54;1,58;57,92;137,23;2,37;32,26;68,18;2,11
Rio de Janeiro;RJ;15989929;15464239;525690;Orégano;76;36;40;6;1;5;6;1;5;46;6;40;39;5;35;X;X;X;0,4;0,0;0,01;X;X;X;X;X;X;X;X;X
Rio de Janeiro;RJ;15989929;15464239;525690;Pepino;890;148;742;14212;2775;11437;13940;2714;11225;8369;1591;6778;8224;1564;6660;18472,97;18534,8;1;13593,63;16000,79;1,18;12064,88;16841,69;1,4;11714,19;18004,95;1,54;14267,16;29961,16;2,1
Rio de Janeiro;RJ;15989929;15464239;525690;Pimenta;348;117;231;169;37;132;159;29;130;806;123;683;751;80;672;189,01;5001,62;26,46;85,42;1910,5;22,37;33,96;682,74;20,1;46,99;901,15;19,18;60,37;1572,5;26,05
Rio de Janeiro;RJ;15989929;15464239;525690;Pimentão;1512;289;1223;20761;5306;15454;19856;5221;14635;21482;5205;16277;20272;5137;15135;20817,97;43333,8;2,08;18586,3;41685,8;2,24;16247,75;49572,6;3,05;14715,87;52290,37;3,55;17107,72;73481,63;4,3
Rio de Janeiro;RJ;15989929;15464239;525690;Quiabo;2740;590;2150;15428;3622;11805;14493;3480;11013;27362;6458;20904;25850;6278;19573;14542,14;31263,26;2,15;10330,88;28776,17;2,79;8624,57;27140,89;3,15;7587,34;28470,5;3,75;8639,51;39746,93;4,6
Rio de Janeiro;RJ;15989929;15464239;525690;Rabanete;179;42;137;506;32;473;489;29;460;830;91;739;793;79;714;22,19;53,45;2,41;29,19;76,83;2,63;16,35;47,33;2,9;12,37;45,26;3,66;17,9;110,22;6,16
Rio de Janeiro;RJ;15989929;15464239;525690;Repolho;1555;219;1336;38733;4836;33897;36739;4517;32222;16768;2654;14114;15553;2128;13424;31565,22;22930,33;0,73;32105,08;31919,36;0,99;30865,92;31460,91;1,02;26924,25;27578,04;1,02;32950,22;42873,01;1,3
